2	5.22899
3	401.643
4	202.262
5	573.08
6	559.497
7	62.8392
8	59.2035
9	59.5309
10	60.8654
11	47.7187
12	78.6024
13	59.5288
14	55.5739
15	66.0027
16	60.0621
17	55.7693
18	66.5432
19	56.9823
20	62.9336
21	60.0454
22	59.9912
23	59.9396
24	60.0107
25	59.8415
26	60.0396
27	60.2584
28	59.6786
29	60.3632
30	60.3564
31	59.6997
32	60.0727
33	59.8137
34	60.2509
35	59.8769
36	60.0497
37	59.3917
38	60.4375
39	60.2085
40	60.1383
41	59.4296
42	55.4859
43	66.0408
44	59.3149
45	59.7311
46	60.3341
47	59.7539
48	60.5982
49	59.7518
50	59.3688
51	59.7592
52	60.3037
53	58.9526
54	59.8406
55	53.4534
56	50.8237
57	53.6154
58	52.4508
59	51.185
60	51.567
61	49.8728
62	54.9691
63	47.5728
64	47.2816
65	46.9563
66	43.8446
67	46.0705
68	47.3481
69	43.6336
70	45.2404
71	42.9575
72	42.1092
73	42.6374
74	40.116
75	40.9554
76	40.934
77	41.5815
78	42.182
79	38.1931
80	41.0731
81	40.4559
82	37.4836
83	38.5547
84	35.9617
85	34.8594
86	37.3709
87	35.1027
88	35.1307
89	37.1516
90	35.1834
91	33.964
92	33.584
93	34.2729
94	33.4625
95	33.1657
96	32.9605
97	33.912
98	31.1589
99	32.9785
100	31.4138
101	31.6637
102	32.4576
103	32.9479
104	30.6026
105	31.7469
106	31.3181
107	31.7974
108	29.544
109	29.3855
110	30.5968
111	30.8085
112	29.7732
113	29.7677
114	30.1701
115	28.0659
116	27.6971
117	28.57
118	28.8989
119	28.3389
120	28.1176
121	26.4065
122	29.617
123	26.1588
124	26.7577
125	25.796
126	26.0752
127	25.1343
128	25.7165
129	26.7521
130	26.2313
131	25.9749
132	26.1717
133	25.3671
134	25.8427
135	25.3081
136	25.5707
137	24.9827
138	24.8913
139	25.1578
140	24.5324
141	23.7763
142	24.052
143	23.8542
144	23.4804
145	24.8138
146	22.7081
147	22.4565
148	22.4018
149	22.6126
150	23.2198
151	22.6726
152	22.6186
153	22.5181
154	21.851
155	21.1477
156	21.9416
157	21.1215
158	20.9405
159	21.0146
160	20.969
161	20.8498
162	21.0279
163	20.5593
164	22.2276
165	20.998
166	21.4452
167	21.0321
168	20.9345
169	21.1387
170	20.7746
171	20.9931
172	20.5791
2	5.31115
3	257.182
4	147.311
5	332.616
6	458.366
7	120.099
8	43.6095
9	59.5564
10	58.9152
11	61.6357
12	58.8567
13	60.3543
14	60.8487
15	59.4229
16	59.8465
17	60.0354
18	60.2032
19	59.0784
20	60.0011
21	59.9584
22	59.434
23	59.6884
24	60.0629
25	60.7639
26	59.9587
27	58.8519
28	60.2794
29	59.9293
30	59.0122
31	60.5595
32	60.4927
33	59.6286
34	59.8105
35	60.1709
36	59.8261
37	59.9765
38	60.1932
39	59.9092
40	60.1233
41	59.7256
42	60.1783
43	60.1981
44	59.6884
45	60.2738
46	60.3536
47	59.6619
48	59.8272
49	59.9923
50	60.6348
51	59.6667
52	61.239
53	60.0957
54	57.3819
55	61.5267
56	60.516
57	58.4939
58	61.5046
59	57.2722
60	62.3331
61	59.4604
62	61.1557
63	57.5646
64	60.1468
65	54.3314
66	55.6503
67	46.9201
68	45.7634
69	44.9951
70	49.6567
71	50.4026
72	51.1217
73	50.6112
74	49.879
75	50.3406
76	51.4002
77	47.6552
78	47.9799
79	46.4172
80	46.9726
81	45.5254
82	45.2248
83	43.9265
84	43.4033
85	40.2834
86	36.1117
87	37.1648
88	37.4002
89	39.7866
90	40.7998
91	42.3806
92	41.0703
93	40.8843
94	40.378
95	40.168
96	40.4385
97	39.5962
98	38.9134
99	38.9974
100	37.2777
101	37.6913
102	37.8063
103	37.6279
104	36.7422
105	36.9003
106	34.8451
107	33.6543
108	30.4998
109	33.8679
110	35.5993
111	34.5483
112	35.039
113	35.2007
114	34.7216
115	34.3917
116	34.1932
117	33.7983
118	33.4805
119	33.0695
120	32.2002
121	32.8039
122	32.5281
123	32.0913
124	32.563
125	31.3837
126	27.3933
